begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
06:06.7,06:08.4,41,,I,S,Husband_H03_WH,Husband_H03_WH,她是这样的这样的性格,Tā shì zhèyàng de zhèyàng dì xìnggé.,She has such.. such a character.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,这样的性格,focus:sharpen,这样的,monoglossic,,
06:08.4,06:10.9,41,,,,,Husband_H03_WH,她一生气就就生病,Tā yī shēngqì jiù jiù shēngbìng.,She becomes ill whenever she is angry.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,,,,monoglossic,,
06:10.9,06:14.1,42,,I,S,Hostess_H03,Hostess_H03,她就觉得跟别人说说笑笑..对她很冷淡,Tā jiù juédé gēn biérén shuō shuōxiào xiào.. duì tā hěn lěngdàn.,She felt that you talked and laughed with others.. but were very cold to her.,husband,,,,,,,,,,husband,-ve,judgement,inscribe,,,,up:isolated,,contract:proclaim,,
06:14.1,06:15.0,42,,,,,Hostess_H03,很平淡,Hěn píngdàn.,Very cool.,husband,,,,,,,,,,husband,-ve,judgement,inscribe,,,,,,,,
06:15.0,06:18.8,43,,I,S,Husband_H03_WH,Husband_H03_WH,我可能在这个夫妻感情方面..沟通方面..是有点欠缺,Wǒ kěnéng zài zhège fūqī gǎnqíng fāngmiàn.. gōutōng fāngmiàn.. shì yǒudiǎn qiànquē.,I may be not good enough in terms of couple relationship.. in term of communication.,hostess,,,,,,,,,,self,-ve,judgement,inscribe,,,,down:isolated,有点,expand:entertain,,
06:18.8,06:19.7,43,,,,,Husband_H03_WH,欠一点,Qiàn yīdiǎn.,Not good enough.,hostess,,,,,,,,,,self,-ve,judgement,inscribe,,,,down:isolated,一点,monoglossic,,
06:19.7,06:31.5,43,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
06:31.5,06:33.2,44,,,,Husband_H03_WH,Husband_H03_WH,结婚以后就正常的生活了嘛,Jiéhūn yǐhòu jiù zhèngcháng de shēnghuóle ma.,We live normally after marriage.,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,,,,contract:proclaim,,
06:33.2,06:36.6,44,,,,,Husband_H03_WH,没有那个像热恋一样的..哪有这样的情况发生呢,Méiyǒu nàgè xiàng rèliàn yīyàng de.. nǎ yǒu zhèyàng de qíngkuàng fāshēng ne,It's impossible to live as if you were in deep love. How come can this happen,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
06:36.6,06:37.7,44,,,,,Husband_H03_WH,还有这样的呢,Hái yǒu zhèyàng de ne,Is there such a thing,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
06:38.3,06:57.6,44,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
06:57.6,06:59.2,45,,,,Husband_H03_WH,Husband_H03_WH,不能看看女人一眼,Bùnéng kàn kàn nǚrén yīyǎn.,I can't take one brief look at other women,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不能,up:isolated,一眼,monoglossic,,
06:59.2,07:01.8,45,,,,,Husband_H03_WH,走路走路那个美女走过来我瞄一眼她都不能,Zǒulù zǒulù nàgè měinǚ zǒu guòlái wǒ miáo yīyǎn tā dōu bùnéng.,Walking.. if I'm walking.. if a beautiful woman comes over.. I can’t even sneak a look at her,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不能,up:isolated,瞄一眼,contract:disclaim:counter,,
07:01.8,07:02.6,45,,,,,Husband_H03_WH,她都对你有意见,Tā dōu duì nǐ yǒu yìjiàn.,She will even have a complaint with you,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,,,,contract:disclaim:counter,都,
07:02.6,07:04.4,46,,I,S,Hostess_H03,Hostess_H03,有过这样的事情吗,Yǒuguò zhèyàng de shìqíng ma,Has this ever happened,husband,,,,,,,,,,,,,,,,,,,,,
07:04.4,07:04.8,47,,I,S,Husband_H03_WH,Husband_H03_WH,有,Yǒu.,Yes,hostess,,,,,,,,,,self,+ve,judgement,invoke,affirmative,,,,,monoglossic,,
07:04.8,07:06.2,47,,,,,Husband_H03_WH,以前我是车行上班的,Yǐqián wǒ shì chē xíng shàngbān de.,I used to work in a car dealer,hostess,VoE,,,,,,,,,,,,,,,,,,,,
07:06.2,07:09.7,47,,,,,Husband_H03_WH,我那店里老板呢组织我们一伙人去那个庐山旅游吧,Wǒ nà diàn lǐ lǎobǎn ne zǔzhī wǒmen yī huǒ rén qù nàgè lúshān lǚyóu ba.,My boss in the store organized a trip to Mt. Lu,hostess,VoE,,,,,,,,,,,,,,,,,,,,
07:09.7,07:11.3,47,,,,,Husband_H03_WH,就是几个女的站在那里,Jiùshì jǐ gè nǚ de zhàn zài nàlǐ.,It was just a few women standing there,hostess,VoE,,,,,,,,,,,,,,,,,,,,
07:11.3,07:12.2,47,,,,,Husband_H03_WH,她几个人拍像,Tā jǐ gèrén pāi xiàng.,A few women took photos,hostess,VoE,,,,,,,,,,,,,,,,,,,,
07:12.2,07:13.3,47,,,,,Husband_H03_WH,我也拍了一下,Wǒ yě pāile yīxià.,I also took a picture of them,hostess,VoE,,,,,,,,,,,,,,,,,,,,
07:13.3,07:14.4,47,,,,,Husband_H03_WH,她就气得不得了,Tā jiù qì dé bùdéle.,She just became terribly angry,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,气得,up:isolated,不得了,contract:disclaim:counter,,
07:14.4,07:16.1,47,,,,,Husband_H03_WH,跳..跳到岩下去..说,Tiào.. tiào dào yán xiàqù.. shuō.,(I will) Jump.. jump off the rock .. (she) said,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
07:16.1,07:17.9,48,O,I,,Wife_H03_AW,Wife_H03_AW,那是什么原因你说,Nà shì shénme yuányīn nǐ shuō,You tell what the reason was,antagonist,IVoE,气得跳崖,VoE,你说原因,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,directive,,,,,expand:entertain,,
07:17.6,07:18.6,49,O,I,S,Husband_H03_WH,Husband_H03_WH,好多人阻止她,Hǎoduō rén zǔzhǐ tā.,A lot of people tried to stop her,hostess,VoE,你说原因,IVoE,好多人阻止,reorient to an alternative VE,reorient,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,up-scaling,,好多人,,,monoglossic,,
07:18.6,07:21.4,49,,,,,Husband_H03_WH,她气得哭得哭得很难受,Tā qì dé kū dé kū dé hěn nánshòu.,She was so angry that she cried and cried very miserably,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,气得,up:isolated,很难受,monoglossic,,
07:21.4,07:23.5,49,,,,,Husband_H03_WH,那个拍个像有什么关系呢..天哪,Nàgè pāi gè xiàng yǒu shé me guānxì ne.. tiān nǎ,What's the problem with simply taking a picture.. Gosh,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,rhetorical question,,有什么关系,up:isolated,天哪,contract:proclaim,,
07:24.7,07:26.2,50,,I,S,Wife_H03_AW,Wife_H03_AW,那你听我解释一下,Nà nǐ tīng wǒ jiěshì yīxià.,Then allow me to explain,hostess,,,,,,,,,,,,,,,,,,,,,
07:26.2,07:28.4,50,,,,,Wife_H03_AW,我跟他一起到庐山旅游,Wǒ gēn tā yīqǐ dào lúshān lǚyóu.,I travelled with him to Mt. Lu,hostess,,,,,,,,,,,,,,,,,,,,,
07:28.4,07:29.4,50,,,,,Wife_H03_AW,他就不管我了,Tā jiù bùguǎn wǒle.,He just didn't care about me at all,hostess,,气得跳崖,VoE,听我解释,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
07:29.4,07:30.7,50,,,,,Wife_H03_AW,那个路很陡的,Nàgè lù hěn dǒu de.,That mountain route was very steep,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
07:30.7,07:34.0,50,,,,,Wife_H03_AW,上那个那个坡我趴在地上,Shàng nàgè nàgè pō. Wǒ pā zài dìshàng,When we went up that that slope I got down on all fours,hostess,,,,,,,,,,,,,,,,,up:infused,,,,
07:34.0,07:36.7,50,,,,,Wife_H03_AW,人家都老公牵着自己老婆,rénjiā dōu lǎogōng qiānzhe zìjǐ lǎopó.,All the other husbands were holding their wives' hands,hostess,,,,,,,,,,,,,,,,,,,,,
07:36.7,07:39.1,50,,,,,Wife_H03_AW,他隔我好远不知道跑哪去了,Tā gé wǒ hǎo yuǎn bù zhīdào pǎo nǎ qùle.,He was very far from me completely out of sight,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,隔,up:isolated,不知道哪里,monoglossic,,
07:39.1,07:39.9,50,,,,,Wife_H03_AW,他不管我,Tā bùguǎn wǒ.,He didn't care about me,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
07:39.9,07:42.8,50,,,,,Wife_H03_AW,等我上去半天了以后..他就在那那里..,Děng wǒ shàngqù bàntiānle yǐhòu.. tā jiù zài nà nàlǐ..,After I went up to the top of mountain for a while.. I found he was just just there,hostess,,,,,,,,,,,,,,,,,,,,,
07:42.8,07:46.4,50,,,,,Wife_H03_AW,就在那个那个..给那个女的拍照呗,jiù zài nàgè nàgè.. gěi nàgè nǚ de pāizhào bei.,Just there uh uh.. he was taking uh photos for those women,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,contract:proclaim,,
07:46.4,07:48.7,50,,,,,Wife_H03_AW,都是找漂亮的女的..[模仿丈夫的声音]来来来..给你拍一张,Dōu shì zhǎo piàoliang de nǚ de.. lái lái lái.. gěi nǐ pāi yī zhāng.,He was looking for beautiful women,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
07:48.7,07:50.0,50,,,,,Wife_H03_AW,[模仿丈夫的声音]来来来..给你拍一张,Lái lái lái.. gěi nǐ pāi yī zhāng.,[mimicking the husband’s voice] Come come come.. Let me take a picture for you,hostess,,,,,,,,,,,,,,,,,,,,,
07:50.0,07:51.9,50,,,,,Wife_H03_AW,就这样的行为,Jiù zhèyàng de xíngwéi.,This was his behaviour,hostess,,,,,,,,,,,,,,,,,,,,,
07:52.8,07:53.9,51,,I,S,Hostess_H03,Hostess_H03,他给你拍了吗,Tā gěi nǐ pāile ma,Did he take a picture for you,wife,,,,,,,,,,,,,,,,,,,,,
07:53.9,07:55.4,52,,,,Wife_H03_AW,Wife_H03_AW,你问他给我拍了没有,Nǐ wèn tā gěi wǒ pāile méiyǒu,You ask him if he took a picture for me,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,contract:proclaim,,
07:57.2,08:02.0,53,,I,S,Hostess_H03,Hostess_H03,你看啊..王女士..这个我们就给了柯先生一瓶水,Nǐ kàn a.. wáng nǚshì.. zhège wǒmen jiù gěile kē xiānshēng yī píng shuǐ.,Look.. Ms Wang.. Uh we have only one bottle of water for Mr Ke,wife,,,,,,,,,,,,,,,,,,,,,
08:02.0,08:04.0,53,,,,,Hostess_H03,他那瓶水他就给你送过来了,Tā nà píng shuǐ tā jiù gěi nǐ sòng guòláile.,He gave that bottle of water to you,wife,,,,,,,,,,husband,+ve,judgement,invoke,evoke,,,,,contract:disclaim:counter,,
08:04.0,08:04.9,53,,,,,Hostess_H03,帮你开好了,Bāng nǐ kāi hǎole.,He helped you open the bottle,wife,,,,,,,,,,husband,+ve,judgement,invoke,evoke,,,,,,,
08:04.9,08:05.9,53,,,,,Hostess_H03,很细心,Hěn xìxīn.,Very considerate.,wife,,,,,,,,,,husband,+ve,judgement,inscribe,,,,,,,,
08:05.9,08:07.8,53,,,,,Hostess_H03,那个动作..你怎么看呀,Nàgè dòngzuò.. nǐ zěnme kàn ya,That action.. what do you think of it,wife,,,,,,,,,,,,,,,,,,,,,
08:07.8,08:08.8,54,,,,Wife_H03_AW,Wife_H03_AW,随便他怎么做,Suíbiàn tā zěnme zuò.,Whatever he does.,hostess,,,,,,,,,,,,,,,,,,,,,
08:08.8,08:11.2,54,,,,,Wife_H03_AW,现在..心已经冷了,Xiànzài.. xīn yǐjīng lěngle.,Now.. my heart is cold.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,心冷,up:infused,心冷,monoglossic,,
08:11.2,08:13.9,54,,,,,Wife_H03_AW,平常你问他,Píngcháng nǐ wèn tā.,Usually.. you ask him.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
08:13.9,08:15.3,54,,,,,Wife_H03_AW,我病了几个月,Wǒ bìngle jǐ gè yuè.,I have been ill for a few months.,hostess,,,,,,,,,,,,,,,,,,,,,
08:15.3,08:16.5,54,,,,,Wife_H03_AW,他问我一句吗,Tā wèn wǒ yījù ma,Has he asked me a word,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,问我,up:isolated,一句,contract:proclaim,,
08:16.5,08:17.3,54,,,,,Wife_H03_AW,你问他,Nǐ wèn tā.,You ask him.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
08:17.3,08:19.6,54,,,,,Wife_H03_AW,就这次..第一次,Jiù zhè cì.. dì yī cì.,This time.. for the first time.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,第一次,,,contract:disclaim:counter,,
08:19.6,08:21.1,54,O,,,,Wife_H03_AW,[所以..我没感觉],Suǒyǐ.. wǒ méi gǎnjué.,So.. I have no feeling.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,,,,contract:proclaim:justify,,
08:19.6,08:21.3,55,O,I,S,Hostess_H03,Hostess_H03,[那他..他为什么要这样]做..今天,Nà tā.. tā wèishéme yào zhèyàng zuò.. jīntiān,Then he.. why did he do this.. today,wife,,,,,,,,,,,,,,,,,,,,,
08:21.3,08:22.6,55,,,,,Hostess_H03,今天在这为什么要这么做,Jīntiān zài zhè wèishéme yào zhème zuò,Why did he do this today,wife,,,,,,,,,,,,,,,,,,,,,
08:22.6,08:23.7,56,,,,Wife_H03_AW,Wife_H03_AW,这上电视台呗,Zhè shàng diànshìtái bei.,He is in the TV studio.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,,
08:23.7,08:26.4,56,O,,,,Wife_H03_AW,做给大家看[呗],Zuò gěi dàjiā kàn bei.,He does this to show everyone.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,,
08:26.0,08:26.3,57,O,I,,Husband_H03_WH,Husband_H03_WH,[呵],Hē.,Heh.,hostess,,,,,,,,,,,,,,,,,,,,,
08:26.4,08:28.1,58,,,,Wife_H03_AW,Wife_H03_AW,做样子,Zuò yàngzi.,He is pretending,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
08:28.1,08:29.1,59,,I,S,Husband_H03_WH,Husband_H03_WH,什么叫做做样子,Shénme jiàozuò zuò yàngzi,How come is pre- pretending..,antagonist,ExAss,做样子,ExAss,什么叫做样子,reverse or question the assessment,challenge,ExAss,Yes,IVoE; ExAss,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
08:29.1,08:30.6,59,,,,,Husband_H03_WH,我本来到..我跟你说了,Wǒ běnlái dào.. wǒ gēn nǐ shuōle.,I came here.. I have told you…,antagonist,VoE,做样子,ExAss,我对你不好的原因,reorient to a VE,reorient,VoE,Yes,IVoE; ExAss,,,,,,,,,,,,
08:30.6,08:31.5,59,,,,,Husband_H03_WH,对所有人好..,Duì suǒyǒu rén hǎo..,I am good to everyone..,antagonist,,,,,,,,,,,,,,,,,,,,,
08:31.5,08:32.4,59,,,,,Husband_H03_WH,为什么对你不好,wèishéme duì nǐ bù hǎo,Why am I not good to you…,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
08:32.4,08:33.0,59,O,,,,Husband_H03_WH,就是这个[原因],Jiùshì zhège yuányīn.,This is just the reason,antagonist,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,affirmative,,,,,contract:proclaim:justify,,
08:32.9,08:33.8,60,O,I,,Wife_H03_AW,Wife_H03_AW,[那是什么原因],Nà shì shénme yuányīn,Then what is the reason,antagonist,IVoE,我对你不好的原因,IVoE,什么原因,challenge the interpretation,challenge,IVoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
08:33.0,08:34.2,61,O,I,S,Husband_H03_WH,Husband_H03_WH,[你要找]清楚,Nǐ yào zhǎo qīngchǔ.,You should find out…,antagonist,IVoE,什么原因,IVoE,你找原因,replace with an alternative interpretation,replace,IVoE,No,IVoE,,,,invoke,directive,,,,,,,
08:34.2,08:34.6,62,O,I,S,Wife_H03_AW,Wife_H03_AW,哦,Ó,Oh,antagonist,,,,,,,,,,,,,,,,,,,,,
08:34.6,08:39.8,62,,I,S,,Wife_H03_AW,我是做了对..见不得人..见你..做了..[让你不光彩的事],Wǒ shì zuòle duì.. jiànbùdé rén.. jiàn nǐ.. zuòle.. ràng nǐ bù guāngcǎi de shì,Have I done something for.. shameful.. seeing you.. done something.. making you feel disgraceful,antagonist,VoE,你找原因,IVoE,做了见不得人的事,reorient to an alternative VE,reorient,VoE,No,IVoE,self,+ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
08:36.8,08:41.0,63,O,I,S,Husband_H03_WH,Husband_H03_WH,[她..她来..她来到这里..她是辛苦了]一生中,Tā.. tā lái.. tā lái dào zhèlǐ.. tā shì xīnkǔle yīshēng zhōng.,She.. she came.. she came here.. she has been working hard for a lifetime..,hostess,,,,,,,,,,antagonist,+ve,judgement,invoke,evoke,,,,,contract:proclaim,,
08:41.0,08:41.9,63,,,,,Husband_H03_WH,是辛苦了一生,Shì xīnkǔle yīshēng.,Has been working hard for a lifetime …,hostess,,,,,,,,,,antagonist,+ve,judgement,invoke,evoke,,,,,contract:proclaim,,
08:41.9,08:45.1,63,,,,,Husband_H03_WH,这点我是惭愧是理亏的,Zhè diǎn wǒ shì cánkuì shì lǐkuī de.,I am regretful.. for this…,hostess,,,,,,,,,,self,-ve,judgement,inscribe,,,,,,contract:proclaim,,
08:45.1,08:46.3,63,,,,,Husband_H03_WH,那是有点不错,Nà shì yǒudiǎn bùcuò.,That is quite true…,hostess,,,,,,,,,,self,-ve,judgement,inscribe,,,,down:isolated,有点,contract:proclaim,,
08:46.3,08:47.6,63,O,,,,Husband_H03_WH,[没有伺候到她],Méiyǒu cìhòu dào tā.,I didn't take care of her,hostess,,,,,,,,,,self,-ve,judgement,invoke,denial,,,,,monoglossic,,
08:46.3,08:47.9,64,O,I,S,Hostess_H03,Hostess_H03,[所以你那瓶水送给]她是,Suǒyǐ nǐ nà píng shuǐ sòng gěi tā shì,So you gave her the water to,husband,,,,,,,,,,,,,,,,,,,,,
08:48.0,08:49.5,65,,,,Husband_H03_WH,Husband_H03_WH,表达一点心意吧,Biǎodá yīdiǎn xīnyì ba.,To express a little bit of caring…,hostess,IVoE,,,,,,,,,self,+ve,judgement,inscribe,,,,down:isolated,一点,expand:entertain,,
08:49.5,08:51.7,65,,,,,Husband_H03_WH,安慰她一下嘛,Ānwèi tā yīxià ma.,To comfort her a little bit,hostess,IVoE,,,,,,,,,self,+ve,judgement,inscribe,,,,down:isolated,一下,contract:proclaim,,
08:51.7,08:52.9,65,,,,,Husband_H03_WH,她刚才哭成那个样子,Tā gāngcái kū chéng nàgè yàngzi.,She cried that badly just now,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,哭,up:isolated,那样,monoglossic,,
08:52.9,08:53.4,65,,,,,Husband_H03_WH,不必要的,Bù bìyào de.,It's not unnecessary.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,,,,contract:proclaim,,
08:53.4,08:56.1,65,,,,,Husband_H03_WH,人生中几十年..是吧,Rénshēng zhōng jǐ shí nián.. shì ba,We have a life of decades.. right,hostess,CulNorm,,,,,,,,,,,,,,,,,,,,
08:56.1,08:57.3,65,,,,,Husband_H03_WH,一晃就过去了,Yīhuàng jiù guòqùle.,It’ll be gone very soon.,hostess,,,,,,,,,,,,,,,,,,,,,
08:57.3,08:58.7,65,,,,,Husband_H03_WH,享受好生活,Xiǎngshòu hào shēnghuó.,Enjoy a good life.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
08:58.7,09:01.6,65,,,,,Husband_H03_WH,把自己日子该怎么享受怎么享受,Bǎ zìjǐ rìzi gāi zěnme xiǎngshòu zěnme xiǎngshòu.,Enjoy yourself and enjoy it in what every way you like.,hostess,CulNorm,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
09:01.6,09:03.6,65,,,,,Husband_H03_WH,吃好玩好..是吧,Chī hǎowán hǎo.. shì ba,Eat well and play well.. right,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,contract:proclaim,,
09:03.6,09:05.2,65,,,,,Husband_H03_WH,我每个月给你一万多块钱..,Wǒ měi gè yuè gěi nǐ yī wàn duō kuài qián..,I give you more than 10..000 yuan a month..,antagonist,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,给钱,up:isolated,一万多,monoglossic,,
09:05.2,09:05.9,65,,,,,Husband_H03_WH,让你玩,ràng nǐ wán.,Allow you to play.,antagonist,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
09:05.9,09:07.1,65,,,,,Husband_H03_WH,你去出国旅游哈,Nǐ qù chūguó lǚyóu hā.,You can go travelling abroad.,antagonist,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,,
09:07.1,09:08.0,65,,,,,Husband_H03_WH,到哪里去旅游,Dào nǎlǐ qù lǚyóu.,You can go traveling anywhere.,antagonist,,,,,,,,,,,,,,,,,,,,,
09:08.0,09:09.0,65,,,,,Husband_H03_WH,我都不会管你,Wǒ dū bù huì guǎn nǐ.,I will not prevent you.,antagonist,VoE,,,,,,,,,self,+ve,judgement,invoke,denial,,不管,up:isolated,都,contract:disclaim:counter,,
09:09.0,09:10.2,65,,,,,Husband_H03_WH,给你自由,Gěi nǐ zìyóu.,I give you freedom.,antagonist,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,给你自由,,,monoglossic,,
09:11.1,09:15.2,66,,I,S,Hostess_H03,Hostess_H03,柯先生你的意思是说王女士目前的生活状态应该是很幸福才对,Kē xiānshēng nǐ de yìsi shì shuō wáng nǚshì mùqián de shēnghuó zhuàngtài yīnggāi shì hěn xìngfú cái duì.,Mr. Ke.. what you mean is that Ms. Wang’s current state of life should be very happy.,husband,,,,,,,,,,,,,,,,,,,,,
09:15.2,09:16.0,67,,,,Husband_H03_WH,Husband_H03_WH,是啊,Shì a,Yes,hostess,ExAss,,,,,,,,,,,,,,,,,,,,
09:16.0,09:18.2,68,,I,S,Wife_H03_AW,Wife_H03_AW,亨..幸福个鬼..幸福,Hēng.. xìngfú gè guǐ.. xìngfú.,Heng.. bullshit happy.. happy.,antagonist,ExAss,幸福,ExAss,幸福个鬼,reverse or question the assessment,challenge,ExAss,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不幸福,up:isolated,鬼,contract:proclaim,,
09:20.4,09:52.9,68,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
09:52.9,09:54.7,69,,,,Husband_H03_WH,Husband_H03_WH,她要的是那种假幸福,Tā yào de shì nà zhǒng jiǎ xìngfú.,What she wants is that kind of fake happiness.,hostess,ExAss,幸福个鬼,ExAss,要假幸福,replace with an alternative assessment,replace,ExAss,No,ExAss,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
09:54.7,09:58.0,69,,,,,Husband_H03_WH,我们谈恋爱的时候..书信..那个信啊写了那么多,Wǒmen tán liàn'ài de shíhòu.. shūxìn.. nàgè xìn a xiěle nàme duō.,When we were dating.. we wrote letters.. a lot of letters.,hostess,VoE,幸福个鬼,ExAss,谈恋爱的时候,reorient to a VE,reorient,VoE,No,ExAss,,,,,,,,,,,,
09:58.0,09:59.4,70,O,I,,Wife_H03_AW,Wife_H03_AW,[(听不清)鬼啊..让你解释],(Tīng bù qīng) guǐ a.. ràng nǐ jiěshì.,(inaudible) Bullshit. You should explain.,antagonist,ExAss,要假幸福,ExAss,鬼,reverse or question the assessment,challenge,ExAss,Yes,VoE; ExAss,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
09:58.0,09:58.9,71,O,I,S,Husband_H03_WH,Husband_H03_WH,[她喜欢那种,Tā xǐhuān nà zhǒng.,She likes that sort of,hostess,ExAss,鬼,ExAss,喜欢甜言蜜语,replace with an alternative assessment,replace,ExAss,No,ExAss,,,,,,,,,,monoglossic,,
09:58.9,10:00.0,71,,,,,Husband_H03_WH,甜言]蜜语的,Tiányánmìyǔ de.,sweet nothing,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
10:00.0,10:00.9,71,,,,,Husband_H03_WH,假的东西,Jiǎ de dōngxī.,fake things,hostess,,鬼,ExAss,喜欢假,replace with an alternative assessment,replace,ExAss,No,ExAss,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
10:00.9,10:02.5,71,,,,,Husband_H03_WH,喜欢那种虚的东西,Xǐhuān nà zhǒng xū de dōngxī.,She likes that kind of illusory things,hostess,,鬼,ExAss,喜欢虚,replace with an alternative assessment,replace,ExAss,No,ExAss,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
10:03.1,10:04.8,72,,I,S,Hostess_H03,Hostess_H03,你自己把它定义为假幸福,Nǐ zìjǐ bǎ tā dìngyì wèi jiǎ xìngfú,Do you define that as fake happiness,husband,,,,,,,,,,,,,,,,,,,,,
10:04.8,10:06.0,73,,,,Husband_H03_WH,Husband_H03_WH,是假的..肯定是假的嘛,Shì jiǎ de.. kěndìng shì jiǎ de ma.,It is fake. Definitely it is fake.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:isolated,,contract:proclaim,,
10:06.0,10:09.5,73,,,,,Husband_H03_WH,现在生活..物质上的东西..每个月给你一万..那才是实在的,Xiànzài shēnghuó.. wùzhí shàng de dōngxī.. měi gè yuè gěi nǐ yī wàn.. nà cái shì shízài de.,Now in our life.. material things.. I give you ten thousand yuan a month. That is what's real.,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,,,,contract:proclaim,,
10:09.5,10:25.1,73,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
10:25.1,10:26.3,74,,,,Wife_H03_AW,Wife_H03_AW,他对我很平淡,Tā duì wǒ hěn píngdàn.,He is very cold to me.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,平淡,up:isolated,很,monoglossic,,
