begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
12:09.2,12:13.0,119,,,,,Wife_W03_WW,给我们家女儿买一条裤子嘛..要我开发票给他,gěi wǒmen jiā nǚ'ér mǎi yītiáo kùzi ma.. Yào wǒ kāi fāpiào gěi tā ,When I bought a pair of pants for our daughter.. He asked me to give him an invoice,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,开发票,up:infused,给女儿,monoglossic,,嘛
12:13.0,12:15.9,119,,,,,Wife_W03_WW,给他买一件衬衣..他说要我给他开发票,gěi tā mǎi yī jiàn chènyī.. Tā shuō yào wǒ gěi tā kāi fāpiào ,When I bought him a shirt..he said that I should give him the invoice,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,monoglossic,,
12:16.1,12:17.3,120,,,,Hostess_W03,Hostess_W03,要证明是吗,yào zhèngmíng shì ma ,He asked for a proof is it,wife,,,,,,,,,,,,,,,,,,,,,
12:17.3,12:18.0,121,,,,Wife_W03_WW,Wife_W03_WW,对,duì,Yes,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,affirmation,,要证明,,,monoglossic,,
12:18.0,12:19.6,122,,,,Hostess_W03,Hostess_W03,那日常生活怎么办,Nà rìcháng shēnghuó zěnme bàn ,Then how about daily expenses,wife,,,,,,,,,,,,,,,,,,,,,
12:19.6,12:21.1,123,,,,Wife_W03_WW,Wife_W03_WW,给你十块钱你去买菜,gěi nǐ shí kuài qián nǐ qù mǎi cài ,he would give you ten yuan to buy groceries…,hostess,VoE,,,,,,,,,,,,,,,,,,,,
12:21.1,12:23.3,123,,,,,Wife_W03_WW,买菜剩下几毛钱也要退给他啊,mǎi cài shèng xià jǐ máo qián yě yào tuì gěi tā a ,if there is a few cents change after the grocery shopping I need to return the change to him…,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,退钱,up:isolated,几毛钱,contract:disclaim,也,
12:23.3,12:25.8,123,,,,,Wife_W03_WW,他还怎么说我,tā hái zěnme shuō wǒ ,And guess what he said about me,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,counter-expectancy,,还,,,contract:disclaim,还,
12:25.8,12:28.5,123,,,,,Wife_W03_WW,他说...不花钱的不是好货,tā shuō... Bù huā qián de bùshì hǎo huò ,He said… a woman who didn't know how to spend money is not a good bitch,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,monoglossic,,
12:28.5,12:32.5,123,,,,,Wife_W03_WW,他是这样侮辱我,tā shì zhèyàng wǔrǔ wǒ ,He humiliated me just like this,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,侮辱,,,contract:proclaim,是……的,
12:33.5,12:38.0,124,,,,Husband_W03_AH,Husband_W03_AH,以前...也许...年轻..不懂事说出来的话,yǐqián... Yěxǔ... Niánqīng.. Bù dǒngshì shuō chūlái dehuà ,In the past… maybe… when I was young.. I said such things because I was not mature,hostess,CulNorm,侮辱,ExAss,年轻不懂事,reorient to a cultural norm,reorient,CulNorm,Yes,VoE; ExAss,self,-ve,judgement,inscribe,,,不懂事,,,expand:entertain,也许,
12:38.0,12:39.3,125,,,,Hostess_W03,Hostess_W03,干嘛要说这句话呢,gàn ma yào shuō zhè jù huà ne ,Why did you say something like this,husband,,,,,,,,,,,,,,,,,,,,,
12:39.3,12:42.3,126,,,,Wife_W03_WW,Wife_W03_WW,你说出来的话..就是伤我一辈子..你知道吗,nǐ shuō chūlái dehuà.. Jiùshì shāng wǒ yībèizi.. Nǐ zhīdào ma ,What you said.. will hurt me for a lifetime..don't you know,antagonist,ExAss,年轻不懂事,CulNorm,伤一辈子,reorient to an alternative assessment,reorient,ExAss,No,CulNorm,antagonist,-ve,judgement,inscribe,,,伤,up:isolated,一辈子,contract:proclaim,就,你知道吗
12:43.2,12:45.3,127,,,,Husband_W03_AH,Husband_W03_AH,这些都是过去了..我现在不会,zhèxiē dōu shì guòqùle.. Wǒ xiànzài bù huì ,This is all past..I will not do this now,hostess,,侮辱,ExAss,过去了,reorient to a VE,reorient,VoE,No,ExAss,self,+ve,judgement,invoke,contrast,,现在,,,contract:proclaim,都,
12:47.6,12:49.4,128,,,,Hostess_W03,Hostess_W03,维持了几年那样的状态,wéichíle jǐ nián nàyàng de zhuàngtài ,For how many years did you have a situation like that,hostess,,,,,,,,,,,,,,,,,,,,,
12:49.4,12:50.0,129,,,,Husband_W03_AH,Husband_W03_AH,没有好久,méiyǒu hǎojiǔ ,Not very long,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,down:isolated,很久,monoglossic,,
12:50.0,12:51.2,130,,,,Wife_W03_WW,Wife_W03_WW,没有几年吗,méiyǒu jǐ nián ma ,Didn’t it last for several years,antagonist,IVoE,没有好久,IVoE,几年,reject or question the interpretation,challenge,IVoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,吗,,,contract:proclaim,没有……吗,吗
12:51.2,12:53.2,130,,,,,Wife_W03_WW,04年我身上有钱吗,04 nián wǒ shēnshang yǒu qián ma ,In 2004 did I have money on me,antagonist,VoE,没有好久,IVoE,04年,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,吗,,,contract:proclaim,有……吗,吗
12:53.2,12:55.3,130,,,,,Wife_W03_WW,05年出来的时候我有钱吗,05 nián chūlái de shíhòu wǒ yǒu qián ma ,In 2005 when I left our hometown did I have money,antagonist,VoE,没有好久,IVoE,04年,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,rhetorical question,,吗,,,contract:proclaim,有……吗,吗
12:55.3,12:58.5,130,,,,,Wife_W03_WW,05年出来的时候我一..一天给我五块钱菜钱,05 nián chūlái de shíhòu wǒ yī.. Yītiān gěi wǒ wǔ kuài qián cài qián ,In 2005 when I left our hometown I every.. every day he gave me five Yuan for grocery,antagonist,VoE,没有好久,IVoE,04年,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,up-scaling,,给菜钱,up:isolated,一天五块钱,monoglossic,,
12:58.5,13:01.5,130,O,,,,Wife_W03_WW,不商[量..就是..就是]两天的菜钱,bù shāngliáng.. Jiùshì.. Jiùshì liǎng tiān de cài qián ,No bargaining..just..just money for two days' of grocery,antagonist,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,商量,,,contract:proclaim,就,
12:58.8,13:00.5,131,O,I,,Husband_W03_AH,Husband_W03_AH,[那个时候的消费也低一点],nàgè shíhòu de xiāofèi yě dī yīdiǎn ,The living expenses was a bit low at that time,hostess,IVoE,04年,VoE,消费低,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,self,+ve,judgement,invoke,contrast,,那个时候,,,contract:proclaim,也,
13:01.5,13:05.4,132,O,I,S,Wife_W03_WW,Wife_W03_WW,好...等到我们家的女儿要吃东西的话...再要跟他讲,hǎo... Děngdào wǒmen jiā de nǚ'ér yào chī dōngxī dehuà... Zài yào gēn tā jiǎng ,Good…when our daughter wanted to eat something… I had to ask him for money,hostess,VoE,没有好久,IVoE,女儿,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,counter-expectancy,,再,,,monoglossic,,
13:05.4,13:08.7,132,,,,,Wife_W03_WW,或者给我几块钱我再给...给我女儿去买东西,huòzhě gěi wǒ jǐ kuài qián wǒ zài gěi... Gěi wǒ nǚ'ér qù mǎi dōngxī ,Or he gave me a few Yuan for…for me to buy something for my daughter,hostess,VoE,没有好久,IVoE,女儿,reorient to an alternative VE,reorient,VoE,No,IVoE,antagonist,-ve,judgement,invoke,counter-expectancy,,再,,,monoglossic,,
13:09.0,13:11.1,133,,,,Husband_W03_AH,Husband_W03_AH,那个时候的消费还是低很多,nàgè shíhòu de xiāofèi háishì dī hěnduō ,The living expense at that time was much lower,hostess,IVoE,04年,VoE,消费低,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,self,+ve,judgement,invoke,contrast,,那个时候,up:isolated,很多,contract:proclaim,还,
13:11.3,13:14.7,134,,,,Wife_W03_WW,Wife_W03_WW,消费不消费那是一个态度的问题...知道吧,xiāofèi bù xiāofèi nà shì yīgè tàidù de wèntí... Zhīdào ba,Living expense or not that's a matter of attitude…don't you know,antagonist,,消费低,IVoE,态度问题,replace with an alternative interpretation,replace,ExAss,No,IVoE,antagonist,-ve,judgement,inscribe,,,态度问题,,,contract:proclaim,那,知道吧
13:15.6,13:16.4,135,O,,,Hostess_W03,Hostess_W03,到[后来呢],Dào hòulái ne ,what happened next,wife,,,,,,,,,,,,,,,,,,,,,
13:15.9,13:19.9,136,O,I,S,Wife_W03_WW,Wife_W03_WW,[你重视我]哪怕是你身上只有十块钱你给我我也..舒服,nǐ zhòngshì wǒ nǎpà shì nǐ shēnshang zhǐyǒu shí kuài qián nǐ gěi wǒ wǒ yě.. Shūfú ,If you care about me if you have only ten Yuan but you give to me I will feel.. Good,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,,,,monoglossic,,
13:21.2,13:21.7,137,,,,Hostess_W03,Hostess_W03,后来呢,hòulái ne ,what happened next,wife,,,,,,,,,,,,,,,,,,,,,
13:21.7,13:23.4,138,,,,Wife_W03_WW,Wife_W03_WW,我在贵州做生意了嘛,wǒ zài guìzhōu zuò shēngyìle ma ,I went to do business in Guizhou,hostess,,,,,,,,,,,,,,,,,,,,,
13:23.4,13:26.1,138,,,,,Wife_W03_WW,我那个..平安金管家里面有三千块钱,wǒ nàgè.. Píng'ān jīn guǎnjiā lǐmiàn yǒu sānqiān kuài qián ,I had..in that Pingan Gold Manager three thousand Yuan ,hostess,,,,,,,,,,,,,,,,,,,,,
13:26.1,13:29.1,138,,,,,Wife_W03_WW,后面他就说要我...放在存在他的那个卡上,hòumiàn tā jiù shuō yào wǒ... Fàng zài cúnzài tā dì nàgè kǎ shàng ,Then he said he asked me.. to transfer the money to his account,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,他说,,,contract:proclaim,就,
13:29.1,13:30.4,138,,,,,Wife_W03_WW,我当时我没存,wǒ dāngshí wǒ méi cún ,I didn't transfer the money to him,hostess,,,,,,,,,,,,,,,,,,,,,
13:30.4,13:32.8,139,,,,Hostess_W03,Hostess_W03,你以前...做生意挣的钱,nǐ yǐqián... Zuò shēngyì zhēng de qián ,In the past...the money you earned from business,wife,,,,,,,,,,,,,,,,,,,,,
13:32.8,13:33.8,140,,,,Wife_W03_WW,Wife_W03_WW,都是给他啊,dōu shì gěi tā a ,all was given to him,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,给他,up:isolated,都,contract:proclaim,,啊
13:33.8,13:34.5,141,,,,Hostess_W03,Hostess_W03,全部,quánbù ,All the money,wife,,,,,,,,,,,,,,,,,,,,,
13:34.5,13:35.3,142,,,,Wife_W03_WW,Wife_W03_WW,全部啊,quánbù a ,ALL the money,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,给他,up:isolated,全部,contract:proclaim,啊,啊
13:35.3,13:37.6,142,,,,,Wife_W03_WW,其实我也没的什么事情,qíshí wǒ yě méi de shénme shìqíng ,In fact I had nothing (with other men),hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,denial,,没,,,contract:proclaim,其实,
13:37.6,13:40.0,142,,,,,Wife_W03_WW,但是他要我给的时候我就偏偏不给,dànshì tā yào wǒ gěi de shíhòu ,But when he asked me to give him the money I would deliberately not give it to him,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,counter-expectancy,,偏偏,,,contract:disclaim,但是,
13:40.0,13:42.2,142,,,,,Wife_W03_WW,我就觉得我在外面这样..起早贪黑的,wǒ jiù piānpiān bù gěi wǒ jiù juédé wǒ zài wàimiàn zhèyàng.. Qǐzǎotānhēi de ,I just felt that I worked outside like this..worked from dawn to dusk,hostess,ExAss,,,,,,,,,self,+ve,judgement,inscribe,,,起早贪黑,up:isolated,起早贪黑,expand:entertain,觉得,
13:42.2,13:44.1,142,,,,,Wife_W03_WW,我身上连三千块钱都不能放吗,wǒ shēnshang lián sānqiān kuài qián dōu bùnéng fàng ma,Can't I have three thousand Yuan at my disposal,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,放钱,up:isolated,连三千块钱,contract:proclaim,吗,吗
13:44.1,13:45.7,143,,,,Hostess_W03,Hostess_W03,那他怎么回答你这个问题,Nà tā zěnme huídá nǐ zhège wèntí,How did he answer your question,wife,,,,,,,,,,,,,,,,,,,,,
13:45.7,13:47.9,144,,,,Wife_W03_WW,Wife_W03_WW,他就直接把我手机抢走啊,tā jiù zhíjiē bǎ wǒ shǒujī qiǎng zǒu a ,He just snatched my phone,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,抢手机,up:isolated,直接,contract:proclaim,就,啊
13:48.3,13:50.0,145,,,,Husband_W03_AH,Husband_W03_AH,我是把她手机抢走,wǒ shì bǎ tā shǒujī qiǎng zǒu… ,Yes I snatched her phone,hostess,,,,,,,,,,self,-ve,judgement,invoke,affirmation,,,,,monoglossic,,
13:50.0,13:50.6,145,,,,,Husband_W03_AH,之后...她就来追我,zhīhòu... Tā jiù lái zhuī wǒ… n,After that... she ran after me,hostess,,抢手机,VoE,追我,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,,,,,,,,,,,,
13:50.6,13:51.8,145,,,,,Husband_W03_AH,拿起刀来砍我,á qǐ dāo lái kǎn wǒ,She picked up a knife and came to chop me,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,砍,,,monoglossic,,
13:53.9,13:56.2,146,,,,Hostess_W03,Hostess_W03,你为什么..不能让她存这三千块钱,Nǐ wèishéme.. Bùnéng ràng tā cún zhè sānqiān kuài qián ,Why didn't you.. let her save this three thousand Yuan,husband,,,,,,,,,,,,,,,,,,,,,
13:56.2,13:58.9,147,O,,,Husband_W03_AH,Husband_W03_AH,因为我..专门有个理财的那个...程序[那个],yīnwèi wǒ.. Zhuānmén yǒu gè lǐcái dì nàgè... Chéngxù [nàgè] ,Because I.. I have a finance management that.. programme that,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,有理财程序,up:isolated,专门,contract:proclaim,因为,
13:58.6,14:00.1,148,O,I,S,Hostess_W03,Hostess_W03,[就少]了这三千块吗,[jiù shǎo]le zhè sānqiān kuài ma ,Did you just need this three thousand Yuan (for that programme),husband,,,,,,,,,,,,,,,,,,,,,
14:00.3,14:01.2,149,,,,Husband_W03_AH,Husband_W03_AH,不是,bùshì ,No,hostess,,,,,,,,,,self,-ve,judgement,invoke,denial,,不,,,monoglossic,,
14:01.2,14:02.4,150,,,,Hostess_W03,Hostess_W03,对啊..为什么,duì a.. Wèishéme,That's true.. Why,husband,,,,,,,,,,,,,,,,,,,,,
14:02.4,14:04.2,151,,,,Husband_W03_AH,Husband_W03_AH,就是双方在较劲一点,jiùshì shuāngfāng zài jiàojìn yīdiǎn ,It's just that both of us were competing against each other,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,较劲,down:isolated,一点,contract:proclaim,就,
14:04.2,14:08.0,151,,,,,Husband_W03_AH,她..那种个性呢..本来就是..比较好强的那种,tā.. Nà zhǒng gèxìng ne.. Běnlái jiùshì.. Bǐjiào hàoqiáng de nà zhǒng,She.. has that kind of character that.. she is in nature.. sort of eager to win in everything ,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,好强,down:isolated,比较,contract:proclaim,本来,
14:08.0,14:10.2,152,,I,S,Wife_W03_WW,Wife_W03_WW,我好强我钱..我钱全部给你,Wǒ hàoqiáng wǒ qián.. Wǒ qián quánbù gěi nǐ,(If) I am eager to win in everything (why) I gave.. I gave all my money to you,antagonist,VoE,好强,ExAss,钱全部给你,reorient to a VE,reorient,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,contrast,,好强/给钱,up:isolated,全部,contract:proclaim,,
14:10.4,14:12.3,153,O,,,Husband_W03_AH,Husband_W03_AH,给钱给我..都是你..[自愿],Gěi qián gěi wǒ.. Dōu shì nǐ..[Zìyuàn] ,Give me money.. It’s all your.. [voluntary],antagonist,,钱全部给你,VoE,你自愿,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,judgement,invoke,contrast,,自愿,up:isolated,都是,contract:proclaim,都,
14:12.1,14:16.0,154,O,I,S,Hostess_W03,Hostess_W03,[在你]心里是觉得...这个家里的钱就应该我管着,[zài nǐ] xīnlǐ shì juédé... Zhège jiālǐ de qián jiù yīnggāi wǒ guǎnzhe ,[In your] heart do you think…that I should take care of the money in this family,husband,,,,,,,,,,,,,,,,,,,,,
14:16.0,14:16.6,155,,,,Husband_W03_AH,Husband_W03_AH,不是,bùshì ,No,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,不,,,monoglossic,,
14:16.8,14:18.6,156,,,,Hostess_W03,Hostess_W03,那你心里想的是什么,nà nǐ xīnlǐ xiǎng de shì shénme ,Then what's in your mind,husband,,,,,,,,,,,,,,,,,,,,,
14:18.6,14:20.5,157,,,,Husband_W03_AH,Husband_W03_AH,这个我说不出来为什么呢,zhège wǒ shuō bu chūlái wèishéme ne ,I can't tell why about this,hostess,,,,,,,,,,,,,,,,,,,,,
14:23.1,14:24.8,158,,,,Hostess_W03,Hostess_W03,你怎么会冲动到那个地步,nǐ zěnme huì chōngdòng dào nàgè dìbù… ,Why were you so impulsive,wife,,,,,,,,,,wife,-ve,judgement,inscribe,,,冲动,up:isolated,,monoglossic,,
14:24.8,14:25.7,158,,,,,Hostess_W03,拿刀了呢,ná dāole ne ,to pick up a knife,wife,,,,,,,,,,wife,-ve,judgement,inscribe,,,拿刀,,,monoglossic,,
14:25.9,14:29.4,159,,,,Wife_W03_WW,Wife_W03_WW,为什么我找钱的时候...你不晓得努力,wèishéme wǒ zhǎoqián de shíhòu... Nǐ bù xiǎodé nǔlì… ,Why when I worked for money...you didn't know to work hard,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,不努力,,,contract:proclaim,为什么,
14:29.4,14:31.5,159,,,,,Wife_W03_WW,要钱的时候..你就想那个了,yào qián de shíhòu.. Nǐ jiù xiǎng nàgèle ,When you asked for money..you just wanted that,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,contract:proclaim,就,
14:31.5,14:32.5,160,,,,Hostess_W03,Hostess_W03,愤怒了是吗,fènnùle shì ma,Were you outraged,wife,,,,,,,,,,,,,,,,,,,,,
14:32.5,14:33.0,161,,,,Wife_W03_WW,Wife_W03_WW,对,Duì ,Correct,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,,,,monoglossic,,
14:33.2,14:36.8,161,,,,,Wife_W03_WW,到上面..去给我做事的时候..不是喊这里痛就是喊那里痛,dào shàngmiàn.. Qù gěi wǒ zuòshì de shíhòu.. Bùshì hǎn zhèlǐ tòng jiùshì hǎn nàlǐ tòng,When he came up.. when he came to help me..he kept complaining either it hurts here or it hurts there,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,喊疼,up:isolated,这里那里,contract:proclaim,不是……就是,
14:36.8,14:38.9,161,,,,,Wife_W03_WW,他就一个星期上去两天, tā jiù yīgè xīngqí shàngqù liǎng tiān ,He just went there two days a week,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,我/他,up:isolated,两天,contract:proclaim,就,
14:38.9,14:41.1,161,,,,,Wife_W03_WW,我成天成天的都是那样做,wǒ chéng tiānchéng tiān de dōu shì nàyàng zuò ,I did that all day long day after day,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,contrast,,我/他,up:isolated,成天,contract:proclaim,都,
14:41.1,14:44.7,161,,,,,Wife_W03_WW,我有时候甚至...做到凌晨3点钟回去,wǒ yǒu shíhòu shènzhì... Zuò dào língchén 3 diǎn zhōng huíqù ,Sometimes I even…worked until 3 am,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,成天,,,contract:disclaim,甚至,
14:44.7,14:46.1,161,,,,,Wife_W03_WW,5点钟又起来,5 diǎn zhōng yòu qǐlái ,I got up again at 5 am,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,5点钟起床,,,contract:disclaim,又,
14:46.1,14:47.5,161,,,,,Wife_W03_WW,我就睡两个小时,wǒ jiù shuì liǎng gè xiǎoshí ,I just slept for two hours,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,睡两个小时,,,contract:proclaim,就,
14:47.5,14:48.8,161,,,,,Wife_W03_WW,心疼过吗,xīnténgguò ma ,Have you ever shown your concerns,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,吗,,,contract:proclaim,吗,吗
14:48.8,14:50.5,161,,,,,Wife_W03_WW,他嘴巴心疼,tā zuǐbā xīnténg ,He paid lip service when saying that he cared,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,嘴巴,,,monoglossic,,
14:50.5,14:52.7,161,,,,,Wife_W03_WW,等着到我那里去了..还是一样的,děngzhe dào wǒ nàlǐ qùle.. Háishì yīyàng de ,When he came to my place..he was still the same,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,一样,,,contract:proclaim,是……的,
14:52.7,14:55.5,161,,,,,Wife_W03_WW,有时候忙的时候..我就搭一把椅子,yǒu shíhòu máng de shíhòu.. Wǒ jiù dā yī bǎ yǐzi ,Sometimes when I was busy.. I just set up a chair,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,搭把椅子,,,contract:proclaim,就,
14:55.5,14:57.7,161,,,,,Wife_W03_WW,在那个市场里面...就小睡一下,zài nàgè shìchǎng lǐmiàn... Jiù xiǎoshuì yīxià ,Inside that market…I just took a nap,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,在市场里,,,contract:proclaim,就,
14:57.7,15:00.5,161,,,,,Wife_W03_WW,可能有个把小时啊...接着起来又是做事,kěnéng yǒu gè bǎ xiǎoshí a... Jiēzhe qǐlái yòu shì zuòshì,I took a nap for about an hour... then I got up and started working again,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,个把小时,,,contract:disclaim,又,
15:00.5,15:02.0,161,,,,,Wife_W03_WW,他心疼过吗, tā xīnténgguò ma,Has he ever cared about me,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
15:02.0,15:04.5,161,,,,,Wife_W03_WW,你要钱的时候你就晓得要钱了,Nǐ yào qián de shíhòu nǐ jiù xiǎodé yào qiánle,When you need money you know you need to ask money from me,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,contract:proclaim,就,
15:04.6,15:06.4,162,,,,Husband_W03_AH,Husband_W03_AH,你要说我对你不好你,Nǐ yào shuō wǒ duì nǐ bù hǎo nǐ ,If you say I didn't treat you well,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,你说,,,monoglossic,,
15:06.4,15:09.1,162,,,,,Husband_W03_AH,你暑假的时候几场生病我还不是带你去看,nǐ shǔjià de shíhòu jǐ chǎng shēngbìng wǒ hái bùshì dài nǐ qù kàn ,When you were sick for several time during the summer vacation wasn't it I who brought you to the hospital,antagonist,VoE,对你不好,IVoE,生病,reorient to an alternative VE,reorient,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,rhetorical question,,还不是,up:isolated,几场,contract:proclaim,还不是,
15:09.1,15:09.8,162,O,,,,Husband_W03_AH,你[女儿],nǐ [nǚ'ér] ,Your ==daughter==,antagonist,,,,,,,,,,,,,,,,,,,,,
15:09.3,15:12.6,163,O,I,S,Wife_W03_WW,Wife_W03_WW,[你既然]心疼我你上来的时候你就要替我多分担一点,[nǐ jìrán] xīnténg wǒ nǐ shànglái de shíhòu nǐ jiù yào tì wǒ duō fēndān yīdiǎn ,[If you] had been concerned about me when you came to see me you should have shouldered more responsibilities for me,antagonist,VoE,心疼你,IVoE,多分担,reorient to an alternative VE,reorient,VoE,Yes,VoE; IVoE,antagonist,-ve,judgement,invoke,directive,,要,down:isolated,多,contract:proclaim,就,
15:12.6,15:13.7,163,,,,,Wife_W03_WW,多做一点啊,duō zuò yīdiǎn a ,You should have done more for me,antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,directive,,做,down:isolated,一点,contract:proclaim,啊,啊
15:13.7,15:16.4,163,O,,,,Wife_W03_WW,你一个[男人当不得]一个女人能吃苦,nǐ yīgè [nánrén dāng bùdé] yīgè nǚrén néng chīkǔ ,You as a ==man can't == bear hardship as much as a woman does,antagonist,CulNorm,生病,VoE,男人,reorient to a cultural norm,reorient,CulNorm,Yes,VoE; IVoE,antagonist,-ve,judgement,invoke,contrast,,,,,monoglossic,,
15:14.0,15:15.0,164,O,I,,Husband_W03_AH,Husband_W03_AH,[她...就觉得我],[tā... Jiù juédé wǒ] ,[She…just thinks I],hostess,,,,,,,,,,,,,,,,,,,,,
15:16.4,15:17.6,165,,,,Wife_W03_WW,Wife_W03_WW,你还变什么男人嘛,nǐ hái biàn shénme nánrén ma,How come you become a man [+ particle ma],antagonist,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,什么,,,contract:proclaim,还,嘛
15:17.6,15:19.2,166,,,,Husband_W03_AH,Husband_W03_AH,你拿第一我也能拿第二啊,Nǐ ná dì yī wǒ yě néng ná dì èr a ,I can get second if you get first,antagonist,,男人,CulNorm,拿第二,ridicule the tabling of the cultural norm,challenge,CulNorm,Yes,VoE; CulNorm,self,+ve,judgement,invoke,contrast,,第一第二,,,contract:proclaim,啊,啊
15:19.2,15:20.9,166,,,,,Husband_W03_AH,但是说...非得跟你争第一,dànshì shuō... Fēiděi gēn nǐ zhēng dì yī ,But to say… if I have to fight with you for the first place,antagonist,,,,,,,,,,self,+ve,judgement,invoke,rhetorical question,,那怎么行,,,contract:disclaim,但是,
15:20.9,15:22.1,166,,,,,Husband_W03_AH,那那那怎么行呢,nà nà nà zěnme xíng ne ,How how can it work,antagonist,,,,,,,,,,,,,,,,,,,,,
15:23.6,15:25.7,167,,,,Hostess_W03,Hostess_W03,你觉得自己在这方面做得怎么样,nǐ juédé zìjǐ zài zhè fāngmiàn zuò dé zěnme yàng ,How do you evaluate your behaviour in this aspect,husband,,,,,,,,,,,,,,,,,,,,,
15:25.7,15:29.0,168,,,,Husband_W03_AH,Husband_W03_AH,我还是..比较...公认的一个..比较好的人,wǒ háishì.. Bǐjiào... Gōngrèn de yīgè.. Bǐjiào hǎo de rén,I am nevertheless.. more or less... everyone agrees.. more or less a good person,hostess,ExAss,,,,,,,,,self,+ve,judgement,inscribe,,,好,down:isolated,比较,expand:entertain,觉得,
15:30.9,15:35.5,169,,,,Wife_W03_WW,Wife_W03_WW,怀着我们家女儿两三个月吧..可能是最多..不超过四个月..他掐我的脖子啊…,,When I was two or three months pregnant expecting our daughter.. probably at most.. no more than four months pregnant.. he held me in chokehold...,hostess,VoE,好人,ExAss,怀女儿,reorient to a VE,reorient,VoE,Yes,ExAss; CulNorm,antagonist,-ve,judgement,inscribe,,,掐脖子,up:isolated,怀孕,contract:proclaim,啊,啊
